Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"42","Unassigned","Action Construction Equipment Limited","N/A","No","No","No","7.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Action_Construction_Equipment_Limited/screenshots/Action_Construction_Equipment_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Action Construction Equipment Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"43","Unassigned","Ace Integrated Solutions Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Ace_Integrated_Solutions_Limited/screenshots/Ace_Integrated_Solutions_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Ace Integrated Solutions Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"44","Unassigned","Archean Chemical Industries Limited","N/A","No","No","No","5.5 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Archean_Chemical_Industries_Limited/screenshots/Archean_Chemical_Industries_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Archean Chemical Industries Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"45","Unassigned","Andhra Cements Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Andhra_Cements_Limited/screenshots/Andhra_Cements_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Andhra Cements Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"46","Unassigned","Acme Solar Holdings Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Acme_Solar_Holdings_Limited/screenshots/Acme_Solar_Holdings_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Acme Solar Holdings Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"47","Unassigned","ACS Technologies Limited","N/A","No","No","No","3.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/ACS_Technologies_Limited/screenshots/ACS_Technologies_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (ACS Technologies Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"48","Unassigned","Acutaas Chemicals Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Acutaas_Chemicals_Limited/screenshots/Acutaas_Chemicals_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Acutaas Chemicals Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"49","Unassigned","Adani Energy Solutions Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adani_Energy_Solutions_Limited/screenshots/Adani_Energy_Solutions_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adani Energy Solutions Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"50","Unassigned","Adani Enterprises Limited","N/A","No","No","No","7.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adani_Enterprises_Limited/screenshots/Adani_Enterprises_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adani Enterprises Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"51","Unassigned","Adani Green Energy Limited","N/A","No","No","No","7.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adani_Green_Energy_Limited/screenshots/Adani_Green_Energy_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adani Green Energy Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"52","Unassigned","Adani Ports and Special Economic Zone Limited","N/A","No","No","No","2.3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adani_Ports_and_Special_Economic_Zone_Limited/screenshots/Adani_Ports_and_Special_Economic_Zone_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adani Ports and Special Economic Zone Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"53","Unassigned","Adani Power Limited","N/A","No","No","No","4.1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adani_Power_Limited/screenshots/Adani_Power_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adani Power Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"54","Unassigned","ADF Foods Limited","N/A","No","No","No","6.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/ADF_Foods_Limited/screenshots/ADF_Foods_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (ADF Foods Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"55","Unassigned","Archidply Decor Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Archidply_Decor_Limited/screenshots/Archidply_Decor_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Archidply Decor Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"56","Unassigned","Ador Welding Limited","N/A","No","No","No","1.4 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Ador_Welding_Limited/screenshots/Ador_Welding_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Ador Welding Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"57","Unassigned","Adroit Infotech Limited","N/A","No","No","No","2.5 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Adroit_Infotech_Limited/screenshots/Adroit_Infotech_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Adroit Infotech Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"58","Unassigned","Allied Digital Services Limited","N/A","No","No","No","5.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Allied_Digital_Services_Limited/screenshots/Allied_Digital_Services_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Allied Digital Services Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"59","Unassigned","Advait Energy Transitions Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Advait_Energy_Transitions_Limited/screenshots/Advait_Energy_Transitions_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Advait Energy Transitions Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"60","Unassigned","Advance Agrolife Limited","N/A","No","No","No","4.6 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Advance_Agrolife_Limited/screenshots/Advance_Agrolife_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Advance Agrolife Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"61","Unassigned","Advani Hotels & Resorts (India) Limited","N/A","No","No","No","4.1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Advani_Hotels___Resorts__India__Limited/screenshots/Advani_Hotels___Resorts__India__Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Advani Hotels & Resorts (India) Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"62","Unassigned","Advent Hotels International Limited","N/A","No","No","No","4.7 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Advent_Hotels_International_Limited/screenshots/Advent_Hotels_International_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Advent Hotels International Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"63","Unassigned","Advanced Enzyme Technologies Limited","N/A","No","No","No","1.8 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Advanced_Enzyme_Technologies_Limited/screenshots/Advanced_Enzyme_Technologies_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Advanced Enzyme Technologies Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"64","Unassigned","Aegis Logistics Limited","N/A","No","No","No","2.2 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Aegis_Logistics_Limited/screenshots/Aegis_Logistics_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Aegis Logistics Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"65","Unassigned","Aegis Vopak Terminals Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Aegis_Vopak_Terminals_Limited/screenshots/Aegis_Vopak_Terminals_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Aegis Vopak Terminals Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"66","Unassigned","Artemis Electricals and Projects Limited","N/A","No","No","No","3 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Artemis_Electricals_and_Projects_Limited/screenshots/Artemis_Electricals_and_Projects_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Artemis Electricals and Projects Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"67","Unassigned","Aequs Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Aequs_Limited/screenshots/Aequs_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Aequs Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
"68","Unassigned","Aeroflex Enterprises Limited","N/A","No","No","No","1 out of 10","15","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.3_apollo_nse__100_first_Simple_Accessibility_Outreach_Tracker_EQUITY_L_from_nse_dataset_2390_uncategorized1_20260810_131716_attempt4_succesful_reviewnotdone_orchavatecore_digital_digital/Aeroflex_Enterprises_Limited/screenshots/Aeroflex_Enterprises_Limited_Homepage_WAVE_Overlay.png)","Company Secretary (Aeroflex Enterprises Limited)","Company Secretary & Compliance Officer","Not publicly disclosed","N/A","Managing Director / CEO","Not publicly disclosed"
